donor_id	feature	value
H200.1023	pca_hvg_3__A9	0.0
H21.33.009	pca_hvg_3__A9	0.0
H21.33.017	pca_hvg_3__A9	0.0
H21.33.020	pca_hvg_3__A9	-2.0213578864058945e-06
H21.33.026	pca_hvg_3__A9	0.0
H21.33.029	pca_hvg_3__A9	0.0
H21.33.033	pca_hvg_3__A9	0.0
H21.33.034	pca_hvg_3__A9	-7.751443042991468e-09
H21.33.037	pca_hvg_3__A9	0.0
H21.33.038	pca_hvg_3__A9	0.0
H21.33.039	pca_hvg_3__A9	0.0
H21.33.044	pca_hvg_3__A9	4.8504208649546854e-08
H21.33.045	pca_hvg_3__A9	3.056116497646144e-07
H21.33.046	pca_hvg_3__A9	0.0
H20.33.008	pca_hvg_3__MTG	6.417790743284968e-09
H20.33.026	pca_hvg_3__MTG	-3.182996124451165e-07
H20.33.028	pca_hvg_3__MTG	5.21524050611788e-08
H20.33.033	pca_hvg_3__MTG	-5.649118065775838e-06
H20.33.035	pca_hvg_3__MTG	1.613196189964583e-07
H20.33.036	pca_hvg_3__MTG	-9.110095078312952e-08
H20.33.037	pca_hvg_3__MTG	1.3209410099079832e-07
H20.33.038	pca_hvg_3__MTG	-1.9335587353452866e-07
H20.33.045	pca_hvg_3__MTG	8.905195869601812e-08
H200.1023	pca_hvg_3__MTG	-3.547203277776134e-07
H21.33.009	pca_hvg_3__MTG	2.872320408187079e-07
H21.33.017	pca_hvg_3__MTG	-8.873429635514185e-08
H21.33.020	pca_hvg_3__MTG	2.537045475037303e-06
H21.33.026	pca_hvg_3__MTG	4.4729290493705776e-07
H21.33.029	pca_hvg_3__MTG	-4.3687313677764905e-07
H21.33.033	pca_hvg_3__MTG	2.851124918379355e-07
H21.33.034	pca_hvg_3__MTG	-5.732721319873235e-08
H21.33.037	pca_hvg_3__MTG	-7.267964292623219e-07
H21.33.038	pca_hvg_3__MTG	2.0985106630178052e-07
H21.33.039	pca_hvg_3__MTG	2.2955322265261202e-07
H21.33.044	pca_hvg_3__MTG	1.548629455783157e-07
H21.33.045	pca_hvg_3__MTG	6.351168480023262e-08
H21.33.046	pca_hvg_3__MTG	-1.1357549567492242e-07
H20.33.008	pca_hvg_4__A9	0.0
H20.33.026	pca_hvg_4__A9	0.0
H20.33.028	pca_hvg_4__A9	2.692747784749372e-07
H20.33.033	pca_hvg_4__A9	0.0
H20.33.035	pca_hvg_4__A9	0.0
H20.33.036	pca_hvg_4__A9	7.766036702605561e-09
H20.33.037	pca_hvg_4__A9	0.0
H20.33.038	pca_hvg_4__A9	-3.041397746983421e-07
H20.33.045	pca_hvg_4__A9	0.0
H200.1023	pca_hvg_4__A9	0.0
H21.33.009	pca_hvg_4__A9	0.0
H21.33.017	pca_hvg_4__A9	0.0
H21.33.020	pca_hvg_4__A9	-1.413275003869785e-05
H21.33.026	pca_hvg_4__A9	0.0
H21.33.029	pca_hvg_4__A9	0.0
H21.33.033	pca_hvg_4__A9	0.0
H21.33.034	pca_hvg_4__A9	1.0506413872235498e-07
H21.33.037	pca_hvg_4__A9	0.0
H21.33.038	pca_hvg_4__A9	0.0
H21.33.039	pca_hvg_4__A9	0.0
H21.33.044	pca_hvg_4__A9	-4.1525005656239955e-09
H21.33.045	pca_hvg_4__A9	2.4944675658389315e-08
H21.33.046	pca_hvg_4__A9	0.0
H20.33.008	pca_hvg_4__MTG	8.014040275838852e-08
H20.33.026	pca_hvg_4__MTG	-3.106824522092211e-07
H20.33.028	pca_hvg_4__MTG	2.5571415562808397e-07
H20.33.033	pca_hvg_4__MTG	-6.993611378902642e-08
H20.33.035	pca_hvg_4__MTG	6.435485033762234e-08
H20.33.036	pca_hvg_4__MTG	-2.43104114616699e-08
H20.33.037	pca_hvg_4__MTG	1.4381272706032178e-07
H20.33.038	pca_hvg_4__MTG	1.7905038873777812e-07
H20.33.045	pca_hvg_4__MTG	1.556671520575037e-07
H200.1023	pca_hvg_4__MTG	1.1563432735783863e-06
H21.33.009	pca_hvg_4__MTG	1.6679649661455187e-07
H21.33.017	pca_hvg_4__MTG	-6.66253015424445e-07
H21.33.020	pca_hvg_4__MTG	-7.249843747558771e-08
H21.33.026	pca_hvg_4__MTG	2.477542579981673e-07
H21.33.029	pca_hvg_4__MTG	8.109157789704113e-08
H21.33.033	pca_hvg_4__MTG	-5.943464316260361e-07
H21.33.034	pca_hvg_4__MTG	-1.4515599104925059e-06
H21.33.037	pca_hvg_4__MTG	-2.5377637768997374e-08
H21.33.038	pca_hvg_4__MTG	6.996704371431406e-08
H21.33.039	pca_hvg_4__MTG	-9.73026725858972e-09
H21.33.044	pca_hvg_4__MTG	-9.09942798443808e-07
H21.33.045	pca_hvg_4__MTG	-3.0127017680570134e-07
H21.33.046	pca_hvg_4__MTG	-8.825557173963716e-09
H20.33.008	pca_hvg_5__A9	0.0
H20.33.026	pca_hvg_5__A9	0.0
H20.33.028	pca_hvg_5__A9	-3.8842844674036314e-07
H20.33.033	pca_hvg_5__A9	0.0
H20.33.035	pca_hvg_5__A9	0.0
H20.33.036	pca_hvg_5__A9	1.3839152757100237e-07
H20.33.037	pca_hvg_5__A9	0.0
H20.33.038	pca_hvg_5__A9	-4.46806360798746e-08
H20.33.045	pca_hvg_5__A9	0.0
H200.1023	pca_hvg_5__A9	0.0
H21.33.009	pca_hvg_5__A9	0.0
H21.33.017	pca_hvg_5__A9	0.0
H21.33.020	pca_hvg_5__A9	-4.716818693850655e-06
H21.33.026	pca_hvg_5__A9	0.0
H21.33.029	pca_hvg_5__A9	0.0
H21.33.033	pca_hvg_5__A9	0.0
H21.33.034	pca_hvg_5__A9	-2.0732332473016868e-07
H21.33.037	pca_hvg_5__A9	0.0
H21.33.038	pca_hvg_5__A9	0.0
H21.33.039	pca_hvg_5__A9	0.0
H21.33.044	pca_hvg_5__A9	3.2229095836555643e-07
H21.33.045	pca_hvg_5__A9	-5.080081564301508e-07
H21.33.046	pca_hvg_5__A9	0.0
H20.33.008	pca_hvg_5__MTG	6.132971748229465e-07
H20.33.026	pca_hvg_5__MTG	2.150989359961386e-07
H20.33.028	pca_hvg_5__MTG	8.93073377028486e-07
H20.33.033	pca_hvg_5__MTG	4.7104032319111866e-07
H20.33.035	pca_hvg_5__MTG	-1.5189128532711038e-07
H20.33.036	pca_hvg_5__MTG	-6.194126456193771e-08
H20.33.037	pca_hvg_5__MTG	-5.351407708076295e-07
H20.33.038	pca_hvg_5__MTG	1.0790495608148376e-08
H20.33.045	pca_hvg_5__MTG	-5.395463062995987e-07
H200.1023	pca_hvg_5__MTG	3.1046761250763666e-07
H21.33.009	pca_hvg_5__MTG	2.536957595111744e-07
H21.33.017	pca_hvg_5__MTG	-1.0692570384662758e-07
H21.33.020	pca_hvg_5__MTG	-5.654611641148222e-07
H21.33.026	pca_hvg_5__MTG	8.901382102521893e-07
H21.33.029	pca_hvg_5__MTG	-2.5306368911515165e-07
H21.33.033	pca_hvg_5__MTG	-1.673576832672552e-07
H21.33.034	pca_hvg_5__MTG	-9.038554793505682e-08
H21.33.037	pca_hvg_5__MTG	-1.855758426927423e-07
H21.33.038	pca_hvg_5__MTG	-1.7661463971307967e-06
H21.33.039	pca_hvg_5__MTG	-9.458495355829655e-07
H21.33.044	pca_hvg_5__MTG	1.3445880142626265e-07
H21.33.045	pca_hvg_5__MTG	5.682154835540132e-08
H21.33.046	pca_hvg_5__MTG	-7.175143537097028e-07
H20.33.008	pca_hvg_6__A9	0.0
H20.33.026	pca_hvg_6__A9	0.0
H20.33.028	pca_hvg_6__A9	-7.431264634760737e-07
H20.33.033	pca_hvg_6__A9	0.0
H20.33.035	pca_hvg_6__A9	0.0
H20.33.036	pca_hvg_6__A9	6.62237127357912e-08
H20.33.037	pca_hvg_6__A9	0.0
H20.33.038	pca_hvg_6__A9	2.9965428893774515e-07
H20.33.045	pca_hvg_6__A9	0.0
H200.1023	pca_hvg_6__A9	0.0
H21.33.009	pca_hvg_6__A9	0.0
H21.33.017	pca_hvg_6__A9	0.0
H21.33.020	pca_hvg_6__A9	-4.305773870783014e-07
H21.33.026	pca_hvg_6__A9	0.0
H21.33.029	pca_hvg_6__A9	0.0
H21.33.033	pca_hvg_6__A9	0.0
H21.33.034	pca_hvg_6__A9	5.675339664890089e-08
H21.33.037	pca_hvg_6__A9	0.0
H21.33.038	pca_hvg_6__A9	0.0
H21.33.039	pca_hvg_6__A9	0.0
H21.33.044	pca_hvg_6__A9	-3.3257526865781983e-07
H21.33.045	pca_hvg_6__A9	-3.402978876465568e-08
H21.33.046	pca_hvg_6__A9	0.0
H20.33.008	pca_hvg_6__MTG	-4.015101069398952e-07
H20.33.026	pca_hvg_6__MTG	1.2212649380671792e-07
H20.33.028	pca_hvg_6__MTG	3.760592051094136e-07
H20.33.033	pca_hvg_6__MTG	-5.235429398453562e-06
H20.33.035	pca_hvg_6__MTG	-2.008205797210394e-07
H20.33.036	pca_hvg_6__MTG	-3.3168134905281477e-08
H20.33.037	pca_hvg_6__MTG	2.496096556114935e-07
H20.33.038	pca_hvg_6__MTG	1.0032478314769833e-07
H20.33.045	pca_hvg_6__MTG	-7.832685611219858e-08
H200.1023	pca_hvg_6__MTG	2.757068955361319e-07
H21.33.009	pca_hvg_6__MTG	2.101537290855049e-07
H21.33.017	pca_hvg_6__MTG	5.549256911763223e-07
H21.33.020	pca_hvg_6__MTG	2.4015108124331164e-07
H21.33.026	pca_hvg_6__MTG	-8.708286713954294e-08
H21.33.029	pca_hvg_6__MTG	-7.018786618573358e-08
H21.33.033	pca_hvg_6__MTG	-3.515266655540472e-08
H21.33.034	pca_hvg_6__MTG	6.614514518332726e-07
H21.33.037	pca_hvg_6__MTG	-9.697776448547302e-08
H21.33.038	pca_hvg_6__MTG	6.231622506902568e-08
H21.33.039	pca_hvg_6__MTG	1.2760165191139095e-07
H21.33.044	pca_hvg_6__MTG	1.3785766306284586e-08
H21.33.045	pca_hvg_6__MTG	-7.664218770742082e-08
H21.33.046	pca_hvg_6__MTG	1.4227998690330423e-07
H20.33.008	pca_hvg_7__A9	0.0
H20.33.026	pca_hvg_7__A9	0.0
H20.33.028	pca_hvg_7__A9	1.0587349663637724e-07
H20.33.033	pca_hvg_7__A9	0.0
H20.33.035	pca_hvg_7__A9	0.0
H20.33.036	pca_hvg_7__A9	6.302446990957833e-07
H20.33.037	pca_hvg_7__A9	0.0
H20.33.038	pca_hvg_7__A9	1.2259096138222958e-07
H20.33.045	pca_hvg_7__A9	0.0
H200.1023	pca_hvg_7__A9	0.0
H21.33.009	pca_hvg_7__A9	0.0
H21.33.017	pca_hvg_7__A9	0.0
H21.33.020	pca_hvg_7__A9	-5.80651374093577e-07
H21.33.026	pca_hvg_7__A9	0.0
H21.33.029	pca_hvg_7__A9	0.0
H21.33.033	pca_hvg_7__A9	0.0
H21.33.034	pca_hvg_7__A9	-7.599623330634131e-08
H21.33.037	pca_hvg_7__A9	0.0
H21.33.038	pca_hvg_7__A9	0.0
H21.33.039	pca_hvg_7__A9	0.0
H21.33.044	pca_hvg_7__A9	5.939827119050278e-08
H21.33.045	pca_hvg_7__A9	4.678866218910116e-07
H21.33.046	pca_hvg_7__A9	0.0
H20.33.008	pca_hvg_7__MTG	1.312894966076783e-07
H20.33.026	pca_hvg_7__MTG	-9.284368616135907e-07
H20.33.028	pca_hvg_7__MTG	1.4027747852196626e-08
H20.33.033	pca_hvg_7__MTG	2.983270803724736e-07
H20.33.035	pca_hvg_7__MTG	1.1429328878875822e-06
H20.33.036	pca_hvg_7__MTG	-7.479142283273177e-08
H20.33.037	pca_hvg_7__MTG	-1.1174574865435716e-06
H20.33.038	pca_hvg_7__MTG	1.9465636569293565e-07
H20.33.045	pca_hvg_7__MTG	-2.3158740702911018e-07
H200.1023	pca_hvg_7__MTG	-3.312334229121916e-07
H21.33.009	pca_hvg_7__MTG	-7.348244821514527e-07
H21.33.017	pca_hvg_7__MTG	4.778900475344017e-08
H21.33.020	pca_hvg_7__MTG	-2.4492212560289772e-06
H21.33.026	pca_hvg_7__MTG	2.437035675484367e-07
H21.33.029	pca_hvg_7__MTG	5.437225425453107e-08
H21.33.033	pca_hvg_7__MTG	-1.4997968378338555e-07
H21.33.034	pca_hvg_7__MTG	4.324984274717281e-06
H21.33.037	pca_hvg_7__MTG	-8.374047411052743e-07
H21.33.038	pca_hvg_7__MTG	-1.018043008116365e-06
H21.33.039	pca_hvg_7__MTG	3.3536989008098317e-07
H21.33.044	pca_hvg_7__MTG	-3.5163768075108237e-07
H21.33.045	pca_hvg_7__MTG	3.617668369315652e-07
H21.33.046	pca_hvg_7__MTG	4.050866664329078e-07
H20.33.008	pca_hvg_8__A9	0.0
H20.33.026	pca_hvg_8__A9	0.0
H20.33.028	pca_hvg_8__A9	-1.0932798204521532e-06
H20.33.033	pca_hvg_8__A9	0.0
H20.33.035	pca_hvg_8__A9	0.0
H20.33.036	pca_hvg_8__A9	3.0626656766230553e-09
H20.33.037	pca_hvg_8__A9	0.0
H20.33.038	pca_hvg_8__A9	-8.404409754803055e-07
H20.33.045	pca_hvg_8__A9	0.0
H200.1023	pca_hvg_8__A9	0.0
H21.33.009	pca_hvg_8__A9	0.0
H21.33.017	pca_hvg_8__A9	0.0
H21.33.020	pca_hvg_8__A9	6.195304536049662e-07
H21.33.026	pca_hvg_8__A9	0.0
H21.33.029	pca_hvg_8__A9	0.0
H21.33.033	pca_hvg_8__A9	0.0
H21.33.034	pca_hvg_8__A9	-8.3315666865591e-11
H21.33.037	pca_hvg_8__A9	0.0
H21.33.038	pca_hvg_8__A9	0.0
H21.33.039	pca_hvg_8__A9	0.0
H21.33.044	pca_hvg_8__A9	-1.8089643845087267e-06
H21.33.045	pca_hvg_8__A9	1.4581885920961213e-07
H21.33.046	pca_hvg_8__A9	0.0
H20.33.008	pca_hvg_8__MTG	4.4279241251388157e-07
H20.33.026	pca_hvg_8__MTG	7.674773172539062e-08
H20.33.028	pca_hvg_8__MTG	1.7390554774010525e-07
H20.33.033	pca_hvg_8__MTG	5.572099439632439e-07
H20.33.035	pca_hvg_8__MTG	-8.455224076442391e-09
H20.33.036	pca_hvg_8__MTG	-1.3867042980564293e-07
H20.33.037	pca_hvg_8__MTG	4.3939252236668835e-08
H20.33.038	pca_hvg_8__MTG	-5.441174835141283e-07
H20.33.045	pca_hvg_8__MTG	4.5925847302896727e-07
H200.1023	pca_hvg_8__MTG	3.7930227847482456e-08
H21.33.009	pca_hvg_8__MTG	-1.1261279269092483e-06
H21.33.017	pca_hvg_8__MTG	-2.5131635084107984e-07
H21.33.020	pca_hvg_8__MTG	-1.205419835059729e-07
H21.33.026	pca_hvg_8__MTG	7.566154636151623e-08
H21.33.029	pca_hvg_8__MTG	-1.750167939462699e-07
H21.33.033	pca_hvg_8__MTG	5.523181201283478e-08
H21.33.034	pca_hvg_8__MTG	3.933559582947055e-06
H21.33.037	pca_hvg_8__MTG	2.6838863576017502e-08
H21.33.038	pca_hvg_8__MTG	2.9183979677327443e-07
H21.33.039	pca_hvg_8__MTG	3.308628748754927e-08
H21.33.044	pca_hvg_8__MTG	2.521090323170938e-07
H21.33.045	pca_hvg_8__MTG	4.3245034220262824e-08
H21.33.046	pca_hvg_8__MTG	4.6796876063126547e-07
H20.33.008	pca_hvg_9__A9	0.0
H20.33.026	pca_hvg_9__A9	0.0
H20.33.028	pca_hvg_9__A9	-1.345941171848608e-07
H20.33.033	pca_hvg_9__A9	0.0
H20.33.035	pca_hvg_9__A9	0.0
H20.33.036	pca_hvg_9__A9	1.029597740398458e-08
H20.33.037	pca_hvg_9__A9	0.0
H20.33.038	pca_hvg_9__A9	3.485163233563071e-07
H20.33.045	pca_hvg_9__A9	0.0
H200.1023	pca_hvg_9__A9	0.0
H21.33.009	pca_hvg_9__A9	0.0
H21.33.017	pca_hvg_9__A9	0.0
H21.33.020	pca_hvg_9__A9	1.3019645450640382e-07
H21.33.026	pca_hvg_9__A9	0.0
H21.33.029	pca_hvg_9__A9	0.0
H21.33.033	pca_hvg_9__A9	0.0
H21.33.034	pca_hvg_9__A9	-2.532894995965762e-06
H21.33.037	pca_hvg_9__A9	0.0
H21.33.038	pca_hvg_9__A9	0.0
H21.33.039	pca_hvg_9__A9	0.0
H21.33.044	pca_hvg_9__A9	3.9354011960313073e-07
H21.33.045	pca_hvg_9__A9	2.0288554480885068e-07
H21.33.046	pca_hvg_9__A9	0.0
H20.33.008	pca_hvg_9__MTG	-2.293686804932804e-07
H20.33.026	pca_hvg_9__MTG	6.578120093081452e-08
H20.33.028	pca_hvg_9__MTG	-5.972419785393868e-07
H20.33.033	pca_hvg_9__MTG	-8.346987812046791e-08
H20.33.035	pca_hvg_9__MTG	1.756062886215659e-07
H20.33.036	pca_hvg_9__MTG	1.69319733345219e-07
H20.33.037	pca_hvg_9__MTG	3.099230028169586e-08
H20.33.038	pca_hvg_9__MTG	-1.2495694257097512e-08
H20.33.045	pca_hvg_9__MTG	-1.0437352671033295e-07
H200.1023	pca_hvg_9__MTG	-3.1445722470380133e-07
H21.33.009	pca_hvg_9__MTG	3.63911212275525e-08
H21.33.017	pca_hvg_9__MTG	-3.688732022055774e-07
H21.33.020	pca_hvg_9__MTG	-3.0558624075638363e-07
H21.33.026	pca_hvg_9__MTG	7.578048553114058e-07
H21.33.029	pca_hvg_9__MTG	1.5355633422586834e-06
H21.33.033	pca_hvg_9__MTG	1.9384968297231353e-08
H21.33.034	pca_hvg_9__MTG	2.364324984682753e-07
H21.33.037	pca_hvg_9__MTG	-2.049743699217288e-07
H21.33.038	pca_hvg_9__MTG	1.1487076534422158e-07
H21.33.039	pca_hvg_9__MTG	4.993586912860337e-07
H21.33.044	pca_hvg_9__MTG	-1.6243775746715983e-07
H21.33.045	pca_hvg_9__MTG	-1.6003696146071889e-07
H21.33.046	pca_hvg_9__MTG	-1.4507759260595776e-06
H19.33.004	spatial_patch__celltype_fraction__unknown__CN	1.0
H20.33.001	spatial_patch__celltype_fraction__unknown__CN	1.0
H20.33.012	spatial_patch__celltype_fraction__unknown__CN	1.0
H20.33.017	spatial_patch__celltype_fraction__unknown__CN	1.0
H20.33.026	spatial_patch__celltype_fraction__unknown__CN	1.0
H20.33.031	spatial_patch__celltype_fraction__unknown__CN	1.0
H21.33.002	spatial_patch__celltype_fraction__unknown__CN	1.0
H21.33.004	spatial_patch__celltype_fraction__unknown__CN	1.0
H21.33.027	spatial_patch__celltype_fraction__unknown__CN	1.0
H21.33.038	spatial_patch__celltype_fraction__unknown__CN	1.0
